Genes	Similarity(max 1)
SKP2	0.995294118
SENP7	0.995294599
FBN1	0.995296577
ZFAT	0.995296753
CBLN4	0.995297806
CXorf66	0.995297806
ST3GAL5	0.995299145
KRT23	0.995300261
NISCH	0.995300568
PDE8A	0.995302714
FAM221A	0.995305164
FNDC9	0.995305164
EDA	0.995305164
LBX1	0.995305164
UNC79	0.995306324
JHDM1D	0.995306324
PTPRO	0.995307367
FAM118B	0.995307612
DST	0.995310245
WDR11	0.995310406
AIF1	0.9953125
FERD3L	0.9953125
VPREB1	0.9953125
STAM	0.99531372
TTC23	0.995313964
MMD	0.995316159
BRAP	0.995318596
TBPL2	0.995319813
RALB	0.995320543
TGFBR3	0.995322002
IFT57	0.995322732
DSP	0.995322853
EPCAM	0.995323461
E4F1	0.995325282
ZNF365	0.995325953
SMG1	0.995326812
OCLN	0.995327103
C9orf131	0.995328558
MAGED2	0.995329528
HLF	0.995329831
SORD	0.995330739
RNF207	0.99533316
ZNF423	0.995333333
CALM3	0.995333644
GNLY	0.99533437
IL36RN	0.99533437
TNIK	0.995337159
VPS11	0.995337271
ACVR1B	0.995337478
GADD45A	0.995337995
AGPAT6	0.99533872
CCDC146	0.995340168
ST6GALNAC3	0.995341615
SNCB	0.995341615
ALKBH1	0.995341615
C9orf84	0.995341615
FBXO24	0.995341615
TBC1D22B	0.995343423
EVA1C	0.995344025
C2orf44	0.995344025
BRPF3	0.995347234
TCTEX1D2	0.995348837
COQ10B	0.995348837
RIN1	0.995348837
ZNF461	0.995348837
CCDC114	0.995348837
FBXL5	0.995350501
UBXN1	0.99535244
RNASE7	0.99535244
SIPA1L1	0.995355238
EGFL8	0.995356037
SPATA5L1	0.995356037
RILPL2	0.995356037
OSTF1	0.995356037
PCP2	0.995356037
CCDC160	0.995356037
RARRES2	0.995356037
ZNF280B	0.995356037
NAPB	0.995356936
PARP1	0.995358432
CERS5	0.995358432
PLA2G4B	0.995358432
CXorf57	0.995358432
LRRN1	0.995358995
FANK1	0.995359629
CA5B	0.995359629
KIAA2013	0.995359629
ATG2B	0.99536038
KCTD8	0.995361422
PSMC3	0.995363215
OSGEPL1	0.995363215
STK31	0.995364648
RNF148	0.995366795
THBS4	0.995367511
NAP1L5	0.995367988
ALG9	0.995367988
ELP2	0.995368584
VPS18	0.995369179
FOXB2	0.99537037
ARX	0.99537037
C2orf47	0.99537037
EXOC7	0.995371344
ATF6B	0.995372156
THAP4	0.995372751
HIGD1A	0.995377504
CCIN	0.995377504
FBXO46	0.995377504
CTSL1	0.995377504
WRN	0.995379284
PAWR	0.995379877
ISG20L2	0.995379877
LRRC8C	0.995380092
FBXL3	0.995381062
FOXH1	0.995382247
PIM1	0.99538284
DHX36	0.995384615
ZNF638	0.995388163
PPAP2A	0.995388163
SCYL1	0.995389935
SLC13A5	0.995390289
TMEM202	0.995391705
NAT1	0.995391705
CPEB3	0.995391705
PLCD1	0.995393474
SENP3	0.995393635
BRF2	0.995394063
ZCCHC9	0.995395242
FOXJ1	0.995395242
MYO1D	0.995396125
HRG	0.995396419
RNFT1	0.995396419
SOBP	0.995396526
LAMC2	0.995398773
DNMT1	0.995398773
FTH1	0.995398773
SLAIN2	0.995400376
PLEKHH1	0.995400788
LRRC34	0.995402299
PSMD11	0.995405819
NUDT1	0.995405819
PAGE1	0.995405819
ALG13	0.995405819
RSG1	0.995405819
TTPAL	0.995405819
ARL14	0.995409334
STEAP2	0.995410505
USP27X	0.99541109
BVES	0.995411529
HDAC9	0.995411736
ZDHHC20	0.995413721
SMURF2	0.995414159
MTTP	0.995415181
C7orf73	0.995416348
CABIN1	0.995417303
GIMAP8	0.995419847
LIMD1	0.995419847
RABGAP1	0.995420259
CHST9	0.995422177
SLC17A1	0.995424837
SPTBN2	0.995425086
MYLPF	0.995426829
TSSK3	0.995430312
PFDN1	0.995430312
C1QL3	0.995431182
SF1	0.99543379
FYTTD1	0.99543379
AGMO	0.995436105
BMPR1A	0.995436395
UBE2E1	0.995437262
STRIP1	0.995437956
KPNA2	0.995438419
NFAT5	0.995438749
FAM222A	0.995438997
MGST3	0.995440729
CCDC152	0.995440729
TMEM160	0.995440729
NEUROD4	0.995441884
JDP2	0.995442708
MEGF11	0.995443038
SYNJ2	0.995445135
WDR75	0.99544592
RWDD2A	0.995447648
GGT7	0.995447648
ZNF44	0.995447648
ZFP62	0.995448799
KBTBD3	0.995448799
APOBEC4	0.995449374
DHX32	0.995449374
TMPRSS15	0.995449949
RASGRP2	0.995449949
LTBP1	0.995450237
TMED3	0.995451099
TXNL1	0.995451099
C2orf62	0.995451099
PLCE1	0.995451674
PRLHR	0.995452249
AKR1B1	0.995454545
TPRKB	0.995454545
FAM89B	0.995454545
INO80C	0.995454545
SERTAD3	0.995454545
FPR1	0.995454545
FDPS	0.995454545
CTTNBP2	0.995455311
ACOT12	0.99545684
ACTR3B	0.99545684
GRIP1	0.995457361
ARID5B	0.995457582
CLVS2	0.995457986
CNOT3	0.995459308
NDUFS4	0.995461422
KLK15	0.995461422
CRISP2	0.995461422
CCL4	0.995461422
FAM178A	0.995461422
KATNB1	0.995463138
ELMO2	0.995463567
POMT2	0.995463918
MUT	0.995465538
RORA	0.995465709
SLC35A2	0.995466908
GCN1L1	0.995467751
EHMT1	0.995469989
ABCA6	0.995470844
NCOA6	0.995472552
RAI2	0.995472837
ZNF317	0.995473975
PSMD4	0.995475113
STARD6	0.995475113
C9orf116	0.995475113
FOXP4	0.995477521
ACO1	0.995477671
PTEN	0.995478387
KIF14	0.995478523
C14orf39	0.995480226
PFDN4	0.995481928
MARK4	0.995481928
SLC5A11	0.995481928
ACACA	0.995482244
RPTOR	0.995483142
HIST2H2BE	0.995483288
SEMA7A	0.995484543
EFTUD2	0.995484648
MTFR1L	0.995488722
RIPPLY2	0.995488722
CDNF	0.995488722
NFYB	0.995488722
DVL2	0.995489244
IL13RA1	0.995490982
EMR1	0.995490982
STARD4	0.995491434
NSUN6	0.99549324
OSBPL6	0.995493466
FKBP11	0.995495495
AXIN2	0.995496622
ITGA2B	0.995498199
HIVEP3	0.995498581
TMEM81	0.995498875
MPP1	0.9955
MTMR3	0.995500296
ATP2B4	0.995501211
PICK1	0.995502249
MTG2	0.995502249
IL27RA	0.995503934
C22orf28	0.995508982
ESR1	0.995509729
PRICKLE3	0.995511222
DSC3	0.99551346
CCR5	0.995514354
KIF5A	0.995517035
MTMR8	0.99551737
HEXA	0.995517928
CYP11B1	0.995518375
KIAA0232	0.995520231
EPHA1	0.995521051
XIAP	0.995521051
SYNJ1	0.995521051
B3GNT1	0.995522388
CCNA2	0.995524058
GLO1	0.995524615
XYLB	0.99552506
TYW1	0.99552506
SDC2	0.995526394
PLSCR5	0.995529061
NMBR	0.995529061
ANKRD35	0.995530393
KLHL12	0.995531725
ELP6	0.99553239
TNKS1BP1	0.99553239
VCP	0.995533055
AGTR1	0.995533499
SMNDC1	0.995535714
PYGB	0.995535714
ERGIC3	0.995535714
KCND1	0.995537612
ACTRT3	0.995537928
GABPB2	0.995539033
LUC7L3	0.995540139
PSPC1	0.995540139
SART3	0.995541243
DAD1	0.995542348
MORN2	0.995542348
IFNK	0.995542348
DOCK9	0.995543322
SOX14	0.995544554
BMP7	0.995544554
RELA	0.995545657
CADM3	0.995545657
LMOD3	0.995548961
PCIF1	0.995548961
CSNK1G2	0.995548961
CLDN6	0.995548961
FAM209A	0.995548961
SPRY1	0.995549622
SNAP23	0.995549622
TBC1D19	0.995551162
DNAJB2	0.995552261
KLHL31	0.995553579
SCP2	0.995555556
MS4A8B	0.995555556
RARA	0.995556872
TTC21B	0.995557201
NCKAP1	0.99555753
TAF1	0.995557878
DNAH1	0.995559018
LRP2	0.995560562
CDK13	0.995560647
PLEKHO1	0.99556213
TNNC1	0.99556213
RFTN2	0.99556213
DBNDD2	0.99556213
ST3GAL3	0.995563443
CCDC37	0.995564317
RALA	0.995567048
ISL1	0.995567048
CD86	0.995568685
PAIP2B	0.995568685
FOXN3	0.995571547
AK2	0.995573589
LRIG1	0.995575221
SPATA24	0.995575221
GALT	0.995578482
HAGHL	0.995578482
TAS2R1	0.995578482
SERPINA1	0.995578482
MPDZ	0.995579296
SLC23A3	0.995579568
FUT11	0.995579568
PTPN12	0.995580808
HOXB3	0.995581237
KATNAL2	0.995581738
MMP1	0.995583906
DHX8	0.995583906
PLD1	0.995584339
ZC3H12A	0.995584989
WISP2	0.995584989
ZMYND11	0.995586527
GXYLT2	0.995588235
LRIG3	0.995589316
C8B	0.995590397
JPH1	0.995590397
RBCK1	0.995590829
RPRD1B	0.995591072
POLR2A	0.995591072
CKB	0.995591477
AMOT	0.995592208
FZD5	0.995592705
PCNXL3	0.995593375
RNASE12	0.995594714
ABHD15	0.99559633
CDH7	0.99559633
C7orf53	0.995597946
NARG2	0.99559956
SYNPO2	0.995599883
PRKACG	0.995600251
FABP3	0.995601173
CUTC	0.995601173
CORT	0.995601173
KLHL36	0.995605469
NUGGC	0.995607613
DYTN	0.995607613
ARHGAP12	0.995612202
RPL29	0.995614035
OCIAD2	0.995614035
CIC	0.995614035
ACY1	0.995614035
MCM2	0.995615317
CXCR5	0.995617239
LDOC1	0.995617239
RFPL4B	0.995617239
BEST4	0.995618306
ENAM	0.995618839
BCL2L13	0.995619946
CCSER1	0.995620438
ZCCHC3	0.995620438
CSMD3	0.995624571
SNAP25	0.995624696
SPATA12	0.995624696
SEC24A	0.995625
SLC13A3	0.995625547
ATP9B	0.995625759
GIPC1	0.995626822
AMBRA1	0.995627733
CLINT1	0.995628097
ADAMTS4	0.99562917
ABAT	0.995629553
TRPA1	0.995630007
UBAP1	0.995630007
DSC1	0.995630007
SLC1A1	0.995630803
ZNF768	0.99563128
RIPK2	0.995631454
TAF6	0.995631598
TRPM3	0.995632393
MCAT	0.995633188
TMX4	0.995633188
NUP93	0.995633188
SSH3	0.995634776
PPP1R13B	0.995635003
BSND	0.995636364
C16orf72	0.99563795
SH3BGRL3	0.995639535
CPT1C	0.995639535
TYR	0.995641646
MAPK10	0.995642069
TRMT2A	0.995642702
B3GNT4	0.995642702
ZFPL1	0.995642702
ZCCHC16	0.995644283
SKIL	0.995644599
ARHGAP24	0.995644599
STAT1	0.995644599
DUSP4	0.995645073
SFT2D1	0.995645864
GAPT	0.995647969
AIM1	0.99564816
CNOT8	0.99564839
RPS6KC1	0.995649021
THAP11	0.995649021
PTGIR	0.995650072
ATP6V1D	0.995652174
MAGEE2	0.995652174
SCNM1	0.995652174
TTC26	0.995654273
PPP1CC	0.995654873
TBK1	0.99565508
CD1B	0.995655322
RHEB	0.995655322
L3HYPDH	0.995655322
USP45	0.995656706
NCBP2	0.995658466
KRT84	0.995658466
TNFSF12	0.995658466
TTLL2	0.995660559
RSPRY1	0.995662651
ROS1	0.99566417
KRTAP3-2	0.99566474
ZNF319	0.995665784
ZCCHC4	0.99566787
ABCC2	0.995668317
NFS1	0.995668912
SAMD10	0.995668912
ZRANB3	0.995669824
KRBOX1	0.995670996
GEMIN6	0.995670996
ST8SIA6	0.995670996
GUCY2F	0.99567474
HFM1	0.995675453
MSH5	0.995675676
PRMT5	0.99567661
AVPI1	0.995677233
SIN3A	0.995677678
SLC41A2	0.9956778
IFI44L	0.995679309
CANX	0.995679309
RBM34	0.995680346
IGF2BP1	0.995680628
KIF13A	0.995680967
BZW1	0.995681063
FLRT2	0.995683052
PCDH8	0.995683088
UGCG	0.995683453
TEX13B	0.995683453
NDUFAF1	0.995686556
INPP5B	0.995687177
BAG4	0.99568759
EZR	0.995688226
WNK4	0.995688623
PPDPF	0.995689655
SOAT2	0.995689655
HTR2C	0.995689655
MDH1B	0.995691719
PRCC	0.99569378
IL10	0.995694957
FFAR4	0.995695839
IRGQ	0.995695839
GULP1	0.995697074
ALB	0.995697897
FOS	0.995697897
FCHO2	0.995699365
SKIV2L2	0.995699952
ANKRD54	0.995699952
PITX2	0.995700774
FAM159A	0.995702006
PITX3	0.995702006
NCF4	0.995702006
NPEPL1	0.995704057
MOB3C	0.995705082
NSA2	0.995705082
TMEM38A	0.995705082
ATP11A	0.995706926
MIXL1	0.995708155
CD300LG	0.995708155
ABCC8	0.995709908
FN1	0.995710711
STMN1	0.995711222
ACTA2	0.995711222
MOGAT3	0.995711222
ZNF382	0.995712755
EID2	0.995714286
IL12RB1	0.995714286
CTCFL	0.99571551
ACVR1	0.995715816
XPO5	0.995716148
ZMYM6	0.995716326
POU5F1	0.995717345
RFX6	0.995719178
CEBPG	0.995719178
PPTC7	0.995719636
C7orf72	0.995720399
BAG6	0.995720781
MEX3B	0.99572162
SGK1	0.99572284
YTHDF3	0.995724835
EPB41L5	0.995724973
GRIN3A	0.995725034
SUCLA2	0.995726496
RRNAD1	0.995726496
SUPT16H	0.995726496
NSMCE4A	0.995726496
RPL19	0.995726496
WDR35	0.995727257
ARHGAP27	0.99573055
PSMF1	0.995732575
FRMPD1	0.995732575
STAT4	0.995732575
DMXL2	0.995735194
SLC16A10	0.995737123
CNPY4	0.995738636
TTC8	0.995738636
GPR82	0.995738636
ADRA1A	0.995740653
EGR3	0.995741483
SLC25A2	0.995741661
MRPS7	0.995741661
BRS3	0.995741661
CPSF2	0.995741661
LOXL4	0.995743473
APOB	0.995743775
DYNLL1	0.995744681
RAB3GAP1	0.995745634
CPS1	0.995746586
TRPC1	0.995748937
CPLX2	0.995750708
ADRM1	0.995750708
KLC2	0.995752212
SPESP1	0.995753715
NDC80	0.995754717
IARS	0.995754717
CAND1	0.995754797
NPC1L1	0.995755861
TRHR	0.995756719
CISD1	0.995756719
KLHL34	0.995758218
DEFB132	0.995758718
C19orf66	0.995758718
CA7	0.995759717
MAPK8	0.995762712
BTG4	0.995762712
ROCK1	0.995764706
GID8	0.995765702
FAM122B	0.995765702
TOE1	0.995768091
OSBPL9	0.995768688
DEFB125	0.995768688
RSAD1	0.995768688
LAMB3	0.995768688
ADRB2	0.99577167
VPS13A	0.995774371
GPATCH3	0.995774648
PON1	0.995774648
STPG2	0.995774648
UCN3	0.995774648
ZNF713	0.995774648
PLXNC1	0.995775838
APBB3	0.995776631
DOCK7	0.995778216
GALNT7	0.995778612
ADCK3	0.995779107
RNF31	0.995779403
TUBA8	0.995780591
ASCC3	0.995780591
PDCD11	0.995780591
RPS6KB2	0.995780591
DEPDC5	0.995781703
ZBTB4	0.995782815
RPAP3	0.995782963
GTF2E2	0.995783556
TOMM5	0.995786517
HSDL1	0.9957877
LRRC4C	0.995788489
CHD4	0.995789145
CNBD2	0.995789474
SZRD1	0.995790065
HSBP1L1	0.995792426
MIB1	0.995794393
GALNTL6	0.995795375
CYB5D2	0.995795375
JAK2	0.995795911
USP22	0.995803929
ZNF789	0.995804196
TBX2	0.995804196
LITAF	0.995804196
C9orf9	0.995804196
C5orf42	0.995809524
ZKSCAN3	0.995810056
C4orf29	0.995810056
KCNJ8	0.995810641
MTMR2	0.995811856
ZNF518B	0.995812145
MATN1	0.99581298
AKT3	0.995813564
CLDN8	0.995813953
CHTOP	0.9958159
EMX1	0.9958159
E2F3	0.9958159
NTN5	0.9958159
MYT1	0.995816661
HELQ	0.995817066
MEAF6	0.995817844
ZMIZ2	0.995819232
TTC28	0.995819469
OXR1	0.995819786
MAP3K9	0.995820563
GRHL3	0.995821727
RPS14	0.995821727
CREM	0.995821727
STIP1	0.995821727
TRIM41	0.995822891
AP5B1	0.995823181
FAH	0.995824635
TNFAIP6	0.995824635
NEK8	0.995824635
CCDC124	0.995824635
PPP1R3D	0.995826087
NSUN3	0.995827538
INHA	0.995827538
BAZ1B	0.995827844
GALC	0.995828118
DPP4	0.995828699
LGR5	0.995828989
TAS1R1	0.995830438
GRIA2	0.995830661
CMIP	0.995831886
MSH6	0.995832369
ECHDC2	0.995833333
KCNK12	0.995833333
NOD1	0.995835261
STAP1	0.995836225
LRP2BP	0.995837188
GPR4	0.995837188
ELL2	0.995837496
BTBD3	0.995837897
ZNF711	0.995838752
MYO16	0.995839485
LRRFIP2	0.995840266
ENTPD4	0.995841035
IL12A	0.995844875
7-Sep	0.995844875
PRKDC	0.995845697
SMOX	0.995846793
CDK15	0.995847176
MKI67IP	0.995848161
WDR41	0.9958489
ZNF836	0.995849187
TMEM199	0.995850622
RBM43	0.995852343
IPMK	0.995853375
CCDC87	0.995856354
COPRS	0.995856354
OGFR	0.995856354
SMIM9	0.995856354
BET3L	0.995856354
DOLPP1	0.99585826
PROX1	0.995858677
ADAM15	0.995859213
LARP7	0.995862069
SGCZ	0.995862069
SGMS1	0.995862884
KLHL18	0.99586327
KCNK2	0.995864106
SPATS2L	0.99586587
METTL5	0.995867769
KCTD19	0.995870613
EPYC	0.995870613
KLK9	0.995870613
DGKE	0.99587156
ESPL1	0.995872822
KIF6	0.995873453
OXSM	0.995873453
FAM193B	0.995874871
GPC4	0.995875344
ELOVL1	0.995876289
KIF26B	0.995876855
MALSU1	0.995879121
ADAMTS3	0.995880536
ZNF467	0.995881007
NR2F2	0.995881384
SYCP2	0.995883234
VWA7	0.995884774
EDC4	0.995884774
AKAP6	0.995886604
ZNF8	0.995888534
UBE2A	0.995889607
MBD1	0.995891818
ZNF667	0.995892287
C20orf111	0.995893224
SPRYD3	0.995894629
TRPC5	0.995894629
CPB1	0.995896033
TBX18	0.995896033
NUDT2	0.995896033
RPL10	0.995896033
NRCAM	0.995896734
PSMC2	0.995898838
PLXNA4	0.995898838
GRAP2	0.995898838
GPCPD1	0.995900876
UPK1A	0.995901639
CLDN17	0.995901639
CLN8	0.995901639
KIAA1244	0.995902883
KDR	0.995904437
ACPL2	0.995904437
C7orf60	0.995904786
PLK1S1	0.995905369
HIVEP1	0.9959063
RNASE2	0.995907231
CIB4	0.995907231
C2CD5	0.995908161
ANP32A	0.995908347
6-Mar	0.995908347
NRBP1	0.995909091
TMEM98	0.99591002
TBL1X	0.995912807
PPM1G	0.995912807
ABHD12B	0.995912807
DCAF4L2	0.995915589
SEMA4G	0.995915589
CCDC77	0.995916515
HSPB6	0.995918367
GTPBP2	0.995919755
BUD13	0.995920218
NT5DC1	0.995921142
5-Mar	0.995921142
ZBTB14	0.995921142
STEAP4	0.995921697
SCML2	0.995922284
VSX2	0.995922528
RGS17	0.995923913
MAGOH	0.995923913
PNLIPRP1	0.995923913
PTRH2	0.995923913
MEST	0.995923913
ATP8A1	0.995925423
PDZK1IP1	0.995929444
GPR152	0.995929444
EPHB1	0.995930606
SRPR	0.995932203
PPP1R14C	0.995934959
BTN2A2	0.995934959
LYRM9	0.995934959
ADORA3	0.995934959
PDZD8	0.995936061
KIAA0907	0.995936336
ZDHHC7	0.995936336
ZHX1	0.995936795
IL2RG	0.99594046
ELOVL5	0.995940959
TRADD	0.995943205
GPATCH2L	0.99594485
ERBB2	0.995945033
APPL1	0.995945946
SCD5	0.995945946
SPTSSB	0.995945946
KLHL2	0.995947315
APMAP	0.995947771
SLC25A12	0.995948683
ZNF169	0.995950051
PCDH9	0.995950105
PTPN3	0.995950392
DIXDC1	0.995951417
TDRD12	0.995954147
COL2A1	0.995955726
SGIP1	0.995956587
EIF2AK2	0.995958235
WDR48	0.99596014
ACOX2	0.995960503
FAM26D	0.995962315
ACADM	0.995964126
IL2RB	0.995964126
CERS4	0.99596503
SEMA6D	0.99596503
ARAP3	0.995965418
ERF	0.995965935
DACT1	0.995967742
FGF6	0.995967742
EIF1AD	0.995967742
STOX1	0.995971803
SCARB2	0.995972382
TNFSF18	0.995973154
TSC22D1	0.995973154
DNAJC8	0.995975855
SYT1	0.995975855
PTPRD	0.995976478
OLFM3	0.995977204
KLRB1	0.995978552
MCTS1	0.995978552
ANKS3	0.995978552
PRR9	0.995978552
CDC25B	0.995979899
GCC1	0.995980707
CASC5	0.995980707
MYT1L	0.995980832
KIAA0226L	0.995981246
BBS1	0.995981246
TDRD6	0.995981694
ZNF548	0.995982143
FXR2	0.995982591
DDN	0.99598286
INCA1	0.995983936
EPS8	0.995985011
ANP32B	0.995986622
UBL4B	0.995986622
INTS3	0.995987517
BANF1	0.995989305
GPR160	0.995989305
PPIA	0.995989305
GLRB	0.995990645
LIMK2	0.995990645
ATP1A1	0.99599359
PPFIA1	0.99599359
AGR3	0.99599466
CCL18	0.99599466
HPN	0.995995423
SECISBP2L	0.995996519
MYH4	0.995996664
IL12RB2	0.995997332
C4orf33	0.995997332
HEY2	0.995998399
KCNB1	0.995998933
CST5	0.996
ANKS4B	0.996
BNIP3	0.996
DNMT3A	0.996000941
TTC14	0.996001333
MAT2A	0.996001333
KIAA1841	0.996002665
CLDND1	0.996003552
RNF217	0.996003552
TARDBP	0.996003761
LAPTM5	0.996005326
TWF1	0.996006656
SLC4A4	0.996011699
PGBD3	0.996012406
CEP44	0.996013289
PIK3AP1	0.996015936
WNT3	0.996015936
FOLR4	0.996015936
AK7	0.996017157
VLDLR	0.996020814
ZNF22	0.99602122
KRT71	0.99602122
HOXB6	0.99602122
PDE1C	0.99602122
HEPH	0.99602188
FNDC3B	0.996022162
B4GALNT1	0.996022539
HSPA8	0.996022978
MECOM	0.996023138
TOP2B	0.996024233
RUSC2	0.996024986
TRABD2B	0.99602649
C9orf89	0.99602649
TMCC2	0.996028594
HNRNPUL1	0.996029645
BHLHA15	0.996031746
PRELID2	0.996031746
CLPB	0.996031746
MAGEB2	0.996031746
SORT1	0.996033713
MTMR4	0.996033799
SCRN3	0.996034369
CDK3	0.996034369
RLIM	0.996035084
MPC1	0.996036988
PATE3	0.996036988
YY2	0.996036988
RPA4	0.996039604
IRF2	0.996040475
TRIM47	0.996040475
HSD17B6	0.996042216
C9orf85	0.996042216
ANO8	0.996043956
FAM216A	0.996044825
RBMX2	0.996044825
HERC1	0.996045868
NUDT18	0.996047431
DRGX	0.996047431
WDSUB1	0.996047431
PLA2R1	0.996048918
USP11	0.996049833
EPX	0.9960509
RPL7	0.996052632
LRRC3B	0.996052632
KIAA0101	0.996052632
PCDHB4	0.996054362
CPE	0.996056091
F5	0.996057243
CHRM3	0.996057819
ZNF217	0.99605876
FHOD1	0.99605989
GDNF	0.996061959
PPIH	0.996062992
PJA1	0.996062992
PDE4A	0.996064025
ZNF250	0.996064232
MEX3A	0.996064339
SLC2A11	0.996066434
SMARCAL1	0.996066863
RBM18	0.996068152
SPAG5	0.996068152
CD163L1	0.996072442
TRMT6	0.996076722
UBE2C	0.996078431
PLXDC1	0.996080139
CASC4	0.996080481
CYP51A1	0.996080993
DCST1	0.996081846
POLR2G	0.996083551
PSMG4	0.996083551
C2orf74	0.996083551
SLC7A4	0.996085254
PPP2R5A	0.996086106
BTBD9	0.996086957
CDH9	0.996087382
KIAA0391	0.996088657
TMEM86A	0.996088657
DCT	0.996088657
TXNL4A	0.996088657
PTPN11	0.996090356
DENND4A	0.996090356
HENMT1	0.99609375
F10	0.99609375
GLRA2	0.99609375
NDRG1	0.996095021
PIPOX	0.996095929
PIK3C3	0.996096291
ALDH1L1	0.99609883
VAMP8	0.99609883
USP54	0.99609883
PTPLAD1	0.996100279
WDR44	0.996100414
SIK3	0.996101871
TBX19	0.996102209
LRRCC1	0.996102884
RNF114	0.996103896
ALDH1L2	0.996103896
KIAA1429	0.996105919
DRD1	0.996106424
UBTD1	0.996106424
ARFGEF2	0.996108084
SLC2A1	0.996108949
GUCY1A3	0.996108949
CRABP1	0.996108949
HOXD8	0.996108949
DMGDH	0.996110211
C14orf37	0.996110211
MMP28	0.996112311
NAA50	0.99611327
NUDT9	0.99611399
NAMPT	0.996116505
RAB7L1	0.996116505
BCKDHB	0.996119017
DCAF4	0.996119017
RNF25	0.996119017
SLC25A35	0.996119017
C11orf74	0.996119017
ZNF532	0.996119218
ISLR	0.99612069
KCTD3	0.996121024
DIRAS3	0.996121526
MINA	0.996121526
EPS8L3	0.996122361
CSF2	0.996124031
PYCARD	0.996124031
C7orf63	0.996124031
TMED5	0.99612689
IRX6	0.996127367
TCERG1	0.996127783
LARS	0.996128033
IKZF4	0.996129558
YAF2	0.996130031
GTDC2	0.996130696
HIP1	0.996131528
FSIP2	0.996132913
FLVCR1	0.996134021
DENND5A	0.99613651
FIG4	0.996137753
USP5	0.996137753
SZT2	0.996138499
SLC24A1	0.996140652
KCNS3	0.996140652
PHKA2	0.996141479
ZNF85	0.996142306
ZNF121	0.996143959
SETD7	0.99614506
GLB1L	0.99614561
LEMD3	0.996146435
CCDC41	0.996146435
EPHA7	0.996147404
ZEB2	0.996148344
GPATCH2	0.996148909
LPAR1	0.996148909
ZSCAN9	0.996148909
C14orf101	0.996150144
ZC3H12D	0.996150556
LRFN1	0.996151379
PKMYT1	0.996151732
MKX	0.996152789
SNRPC	0.996153846
MRPL40	0.996153846
ARID1A	0.996155694
PRR23A	0.99615631
C6orf106	0.996158463
LMAN2	0.996158771
PLXDC2	0.996159754
GALNT5	0.99616
PON2	0.996161228
PAFAH1B2	0.996161228
SLC25A14	0.996161228
ASF1B	0.996163683
ZNF574	0.996164909
MAPK14	0.996165317
TMEM136	0.996166624
BCL2L15	0.996168582
MYCBP	0.996168582
YIPF3	0.996168582
PAPOLG	0.996168582
TFE3	0.996168582
SLC25A13	0.996169805
HSPA2	0.996170213
SLITRK6	0.996170416
FYN	0.996171027
GPR19	0.996171027
FBXL16	0.996171516
NAB2	0.996171842
UNC5CL	0.996172249
MAGOHB	0.996173469
CYP26C1	0.996175908
PTPN9	0.996176396
PDE2A	0.996176396
CLCN3	0.996178344
RSPO2	0.996179561
C18orf54	0.996179966
ITGA11	0.996181672
BRDT	0.996181992
RALGAPA1	0.996182235
HSD17B8	0.996183206
MESDC1	0.996183206
AGXT	0.996183206
PHF12	0.996183206
HMGN5	0.996183206
LHX4	0.996183206
C11orf85	0.996183206
ATRN	0.996184824
ZKSCAN7	0.996185446
SHCBP1L	0.996186441
RMI1	0.996188056
TMEM106B	0.996188056
MORC3	0.996189569
LAMB2	0.996190822
CERCAM	0.996191282
WDPCP	0.996195308
NUP210L	0.996195308
RNF20	0.99619579
NDRG3	0.996199324
PI4KB	0.99620133
NRF1	0.996202162
SMG7	0.996203624
SYN2	0.996204133
SLC17A2	0.996204133
IBSP	0.996204934
ZNF821	0.996204934
SCAF8	0.996205313
ADCY2	0.996206373
SLC22A15	0.996207332
HS3ST1	0.996209728
SYT4	0.996210207
DNAJB14	0.996210526
AMER2	0.996212121
MAMSTR	0.996212121
ERAS	0.996212121
PPIL3	0.996212121
CALCA	0.996212121
TAF2	0.996214385
HIVEP2	0.996214909
DOCK8	0.996217958
SNX13	0.99621809
PLEKHA8	0.996219282
LDHA	0.996219282
TTLL5	0.996221662
SH3RF1	0.996222852
RAB11A	0.996223248
SOWAHB	0.996223248
EPHA2	0.996224515
IFT46	0.996226415
HECTD2	0.996227206
OPN4	0.996231156
LPCAT3	0.996231156
CELSR3	0.996233364
IST1	0.99623431
C3orf58	0.996235294
FGR	0.996235885
PPP1R27	0.996235885
VWA8	0.996235885
TSPAN6	0.996235885
CDH26	0.996237065
PIK3IP1	0.996237458
GPR21	0.996238245
APEH	0.996239031
EVA1B	0.996240602
NKX6-3	0.996240602
SLC25A1	0.996240602
CFP	0.996240602
COL24A1	0.996240602
CD47	0.996242832
SULT1C4	0.996242956
ARSJ	0.996246246
CCDC117	0.996247185
COL11A1	0.996252602
VARS	0.996254682
PAPPA2	0.996255243
BICD1	0.99625585
TGFB3	0.99625585
FZD4	0.99625624
DYRK1B	0.99625624
PDE12	0.996257485
GSTO1	0.996259352
IFT43	0.996259352
GIMAP6	0.996259352
SCN9A	0.99625987
LHX8	0.996261682
NBEAL2	0.996262741
RNASEH1	0.99626401
ALDH3A1	0.99626401
KIAA2018	0.996265044
LYPLA2	0.996266335
TMPRSS4	0.996268657
UCHL5	0.996268657
FBN2	0.996269005
ARHGAP39	0.996269585
LNPEP	0.996270512
STIM1	0.996272366
